id,model_id,tag_type,tag_alias,tag,min_val,max_val,avg_exception,nan_exception,stuck_exception
15223,1,calc_tag,firedduty/feed_f1p1,({fg_ghv}*{f1_pass_1_fg_flow})/({a_train_pass_1_feed}*10000),,,,,
15224,1,calc_tag,firedduty/feed_f1p2,({fg_ghv}*{f1_pass_2_fg_flow})/({a_train_pass_2_feed}*10000),,,,True,
15225,1,pi_tag,f2_cell_1_stack_temp_b,292TI2705B.PV,5.0,13.0,False,True,True
15226,1,pi_tag,f1_cell_1_radiant_temp_a,292TI1807.PV,2.0,10.0,True,False,True
15227,1,pi_tag,f2_cell_1_stack_temp_a,292TI2705A.PV,8.0,18.0,True,True,True
15228,1,pi_tag,f1_cell_2_radiant_temp_a,292TI1847.PV,12.0,18.0,False,False,False
15229,1,pi_tag,f2_cell_1_radiant_temp_a,292TI2807.PV,1.0,2.0,False,True,False
15230,1,pi_tag,f2_cell_2_radiant_temp_a,292TI2847.PV,,,,True,
15231,1,pi_tag,a_train_pass_1_feed,292FC1401.PV,,,,True,True
15232,1,pi_tag,a_train_pass_3_feed,292FC1403.PV,,,True,,
15233,1,pi_tag,heater_1_total_chrg,292FY1451.PV,,,,True,
15234,1,pi_tag,f1_cell_1_radiant_temp_b,292TI1808.PV,,,True,,
15235,1,pi_tag,f1_cell_1_stack_temp,292TI1881.PV,,,,True,
15236,1,pi_tag,f1_cell_1_west_stack_o2,292AI1305A.PV,,,True,,True
15237,1,pi_tag,f1_cell_1_east_stack_o2,292AI1306A.PV,,,,,
15238,1,calc_tag,bfw/feed_f1p1,{a_train_pass_1_bfw}/{a_train_pass_1_feed},,,,,
15239,1,calc_tag,bfw/feed_f1p2,{a_train_pass_2_bfw}/{a_train_pass_2_feed},,,,,
15240,1,calc_tag,bfw/feed_f1p3,{a_train_pass_3_bfw}/{a_train_pass_3_feed},,,,,
15241,1,calc_tag,bfw/feed_f1p4,{a_train_pass_4_bfw}/{a_train_pass_4_feed},,,,,
15242,1,calc_tag,bfw/feed_f2p1,{b_train_pass_1_bfw}/{b_train_pass_1_feed},,,,,
15243,1,calc_tag,bfw/feed_f2p2,{b_train_pass_2_bfw}/{b_train_pass_2_feed},,,,,
15244,1,calc_tag,bfw/feed_f2p3,{b_train_pass_3_bfw}/{b_train_pass_3_feed},,,,,
15245,1,calc_tag,bfw/feed_f2p4,{b_train_pass_4_bfw}/{b_train_pass_4_feed},,,,,
15246,1,calc_tag,firedduty/feed_f1p1,({fg_ghv}*{f1_pass_1_fg_flow})/({a_train_pass_1_feed}*10000),,,,,
15247,1,calc_tag,firedduty/feed_f1p2,({fg_ghv}*{f1_pass_2_fg_flow})/({a_train_pass_2_feed}*10000),,,,True,
15248,1,pi_tag,f2_cell_1_stack_temp_b,292TI2705B.PV,5.0,13.0,False,True,True
15249,1,pi_tag,a_train_pass_4_feed,292FC14,,,,,
15250,1,pi_tag,heate,292FY2452.PV,,6.0,,,
15251,1,pi_tag,f2_cell_2_radiant_temp_a,292TI2847.PV,,,,True,
15252,1,pi_tag,a_train_pass_1_feed,292FC1401.PV,,,,True,True
15253,1,pi_tag,a_train_pass_2_feed,292FC1402.PV,,,,,
15254,1,pi_tag,f1_cell_1_radiant_temp_a,292TI1807.PV,2.0,10.0,True,False,True
15255,1,pi_tag,f2_cell_1_stack_temp_a,292TI2705A.PV,8.0,18.0,True,True,True
15256,1,pi_tag,a_train_pass_3_feed,292FC1403.PV,,,True,,
15257,1,pi_tag,a_train_pass_4_feed,292FC1404.PV,,,,,
15258,1,pi_tag,heater_1_total_chrg,292FY1451.PV,,,,True,
15259,1,pi_tag,heater_total_chrg,292FY2452.PV,,,,,
15260,1,pi_tag,f1_cell_2_radiant_temp_a,292TI1847.PV,12.0,18.0,False,False,False
15261,1,pi_tag,f1_pass_1_outlet_temp,292TC1701.PV,,,True,,
15262,1,pi_tag,f1_cell_1_radiant_temp_b,292TI1808.PV,,,True,,
15263,1,pi_tag,f1_cell_1_stack_temp,292TI1881.PV,,,,True,
15264,1,pi_tag,f1_cell_1_west_stack_o2,292AI1305A.PV,,,True,,True
15265,1,pi_tag,f2_cell_1_radiant_temp_a,292TI2807.PV,1.0,2.0,False,True,False
15266,1,pi_tag,a_train_pass_2_feed,292FC1402.PV,,,,,
15267,1,pi_tag,f1_hffghfffg,292TC1701.PV,,,True,,
15268,1,pi_tag,f1_cell_1_east_stack_o2,292AI1306A.PV,,,,,
15269,1,calc_tag,bfw/feed_f1p1,{a_train_pass_1_bfw}/{a_train_pass_1_feed},,,,,
15270,1,calc_tag,bfw/feed_f1p2,{a_train_pass_2_bfw}/{a_train_pass_2_feed},,,,,
15271,1,calc_tag,bfw/feed_f1p3,{a_train_pass_3_bfw}/{a_train_pass_3_feed},,,,,
15272,1,calc_tag,bfw/feed_f1p4,{a_train_pass_4_bfw}/{a_train_pass_4_feed},,,,,
15273,1,calc_tag,bfw/feed_f2p1,{b_train_pass_1_bfw}/{b_train_pass_1_feed},,,,,
15274,1,calc_tag,bfw/feed_f2p2,{b_train_pass_2_bfw}/{b_train_pass_2_feed},,,,,
15275,1,calc_tag,bfw/feed_f2p3,{b_train_pass_3_bfw}/{b_train_pass_3_feed},,,,,
15276,1,calc_tag,bfw/feed_f2p4,{b_train_pass_4_bfw}/{b_train_pass_4_feed},,,,,
15277,1,calc_tag,firedduty/feed_f1p1,({fg_ghv}*{f1_pass_1_fg_flow})/({a_train_pass_1_feed}*10000),,,,,
15278,1,calc_tag,firedduty/feed_f1p2,({fg_ghv}*{f1_pass_2_fg_flow})/({a_train_pass_2_feed}*10000),,,,True,
15279,1,pi_tag,f2_cell_1_stack_temp_b,292TI2705B.PV,5.0,13.0,False,True,True
15280,1,pi_tag,f1_cell_1_radiant_temp_a,292TI1807.PV,2.0,10.0,True,False,True
15281,1,pi_tag,f2_cell_1_stack_temp_a,292TI2705A.PV,8.0,18.0,True,True,True
15282,1,pi_tag,f1_cell_2_radiant_temp_a,292TI1847.PV,12.0,18.0,False,False,False
15283,1,pi_tag,f2_cell_1_radiant_temp_a,292TI2807.PV,1.0,2.0,False,True,False
15284,1,pi_tag,f2_cell_2_radiant_temp_a,292TI2847.PV,,,,True,
15285,1,pi_tag,a_train_pass_1_feed,292FC1401.PV,,,,True,True
15286,1,pi_tag,a_train_pass_2_feed,292FC1402.PV,,,,,
15287,1,pi_tag,a_train_pass_3_feed,292FC1403.PV,,,True,,
15288,1,pi_tag,a_train_pass_4_feed,292FC1404.PV,,,,,
15289,1,pi_tag,heater_1_total_chrg,292FY1451.PV,,,,True,
15290,1,pi_tag,heater_total_chrg,292FY2452.PV,,,,,
15291,1,pi_tag,f1_pass_1_outlet_temp,292TC1701.PV,,,True,,
15292,1,pi_tag,f1_cell_1_radiant_temp_b,292TI1808.PV,,,True,,
15293,1,pi_tag,f1_cell_1_stack_temp,292TI1881.PV,,,,True,
15294,1,pi_tag,f1_cell_1_west_stack_o2,292AI1305A.PV,,,True,,True
15295,1,pi_tag,f1_cell_1_east_stack_o2,292AI1306A.PV,,,,,
15296,1,calc_tag,bfw/feed_f1p1,{a_train_pass_1_bfw}/{a_train_pass_1_feed},,,,,
15297,1,calc_tag,bfw/feed_f1p2,{a_train_pass_2_bfw}/{a_train_pass_2_feed},,,,,
15298,1,calc_tag,bfw/feed_f1p3,{a_train_pass_3_bfw}/{a_train_pass_3_feed},,,,,
15299,1,calc_tag,bfw/feed_f1p4,{a_train_pass_4_bfw}/{a_train_pass_4_feed},,,,,
15300,1,calc_tag,bfw/feed_f2p1,{b_train_pass_1_bfw}/{b_train_pass_1_feed},,,,,
15301,1,calc_tag,bfw/feed_f2p2,{b_train_pass_2_bfw}/{b_train_pass_2_feed},,,,,
15302,1,calc_tag,bfw/feed_f2p3,{b_train_pass_3_bfw}/{b_train_pass_3_feed},,,,,
15303,1,calc_tag,bfw/feed_f2p4,{b_train_pass_4_bfw}/{b_train_pass_4_feed},,,,,
15304,1,calc_tag,firedduty/feed_f1p1,({fg_ghv}*{f1_pass_1_fg_flow})/({a_train_pass_1_feed}*10000),,,,,
15305,1,calc_tag,firedduty/feed_f1p2,({fg_ghv}*{f1_pass_2_fg_flow})/({a_train_pass_2_feed}*10000),,,,True,
15306,1,pi_tag,f2_cell_1_stack_temp_b,292TI2705B.PV,5.0,13.0,False,True,True
15307,1,pi_tag,f1_cell_1_radiant_temp_a,292TI1807.PV,2.0,10.0,True,False,True
15308,1,pi_tag,f2_cell_1_stack_temp_a,292TI2705A.PV,8.0,18.0,True,True,True
15309,1,pi_tag,f1_cell_2_radiant_temp_a,292TI1847.PV,12.0,18.0,False,False,False
15310,1,pi_tag,f2_cell_1_radiant_temp_a,292TI2807.PV,1.0,2.0,False,True,False
